No.,Item,Time,Power,Force,Tail Length,EFO Current,Temp,Ball-area,Ball-Version ,Ball-Shear,Ball-Size(X) ,Ball-Size(Y) ,Ball-Size(Z) 
284,5,40,60,40,250,35,160,25,P,48.83,70,70,13
285,5,40,60,40,250,35,160,25,P,49.54,72,78,14
286,5,40,60,40,250,35,160,25,P,41.29,70,69,13
287,5,40,60,40,250,35,160,25,P,49.84,68,72,14
288,5,40,60,40,250,35,160,25,P,45,68,72,13
289,5,40,60,40,250,35,160,25,P,47.96,72,73,14
290,5,40,60,40,250,35,160,25,P,45.6,70,74,13
291,5,40,60,40,250,35,160,25,N,46.62,70,72,13
292,5,40,60,40,250,35,160,25,N,51.85,70,73,13
293,5,40,60,40,250,35,160,25,N,52.74,71,72,12
294,5,40,60,40,250,35,160,25,N,47.65,74,76,13
295,5,40,60,40,250,35,160,25,N,46.92,73,77,14
296,5,40,60,40,250,35,160,25,N,43.79,74,74,13
297,5,40,60,40,250,35,160,25,N,46.56,70,73,14
298,5,40,60,40,250,35,160,25,N,41.37,72,77,13
299,5,40,60,40,250,35,160,25,N,49.63,70,76,14
300,5,40,60,40,250,35,160,25,N,42.67,72,76,13
421,8,40,60,40,250,35,160,5,P,48.15,74,76,15
422,8,40,60,40,250,35,160,5,P,47.6,71,75,12
423,8,40,60,40,250,35,160,5,P,52.64,73,77,12
424,8,40,60,40,250,35,160,5,P,48.9,72,73,13
425,8,40,60,40,250,35,160,5,P,51.26,73,76,11
426,8,40,60,40,250,35,160,5,P,49.15,73,77,12
427,8,40,60,40,250,35,160,5,P,51.75,75,77,10
428,8,40,60,40,250,35,160,5,P,49.85,73,76,15
429,8,40,60,40,250,35,160,5,P,50.56,74,76,14
430,8,40,60,40,250,35,160,5,P,45.98,71,75,13
431,8,40,60,40,250,35,160,5,N,46.84,74,77,13
432,8,40,60,40,250,35,160,5,N,51.11,74,78,10
433,8,40,60,40,250,35,160,5,N,51.47,74,77,10
434,8,40,60,40,250,35,160,5,N,52.21,74,75,13
435,8,40,60,40,250,35,160,5,N,54.62,75,80,13
436,8,40,60,40,250,35,160,5,N,48.52,73,80,14
437,8,40,60,40,250,35,160,5,N,52.47,76,80,7
438,8,40,60,40,250,35,160,5,N,49.05,72,76,11
439,8,40,60,40,250,35,160,5,N,52.04,76,78,12
440,8,40,60,40,250,35,160,5,N,49.54,74,76,16
441,8,40,60,40,250,35,160,15,P,46.76,74,75,13
442,8,40,60,40,250,35,160,15,P,51.26,72,76,17
443,8,40,60,40,250,35,160,15,P,51.77,74,74,12
444,8,40,60,40,250,35,160,15,P,48.97,74,74,14
445,8,40,60,40,250,35,160,15,P,49.68,75,77,11
446,8,40,60,40,250,35,160,15,P,48.41,78,75,15
447,8,40,60,40,250,35,160,15,P,49.5,74,75,16
448,8,40,60,40,250,35,160,15,P,48.05,73,74,14
449,8,40,60,40,250,35,160,15,P,47.11,74,76,13
450,8,40,60,40,250,35,160,15,P,49.36,73,74,13
451,8,40,60,40,250,35,160,15,N,48.89,74,78,10
452,8,40,60,40,250,35,160,15,N,47.97,72,74,10
453,8,40,60,40,250,35,160,15,N,51.5,74,77,10
454,8,40,60,40,250,35,160,15,N,50.99,74,76,11
455,8,40,60,40,250,35,160,15,N,49.75,74,79,11
456,8,40,60,40,250,35,160,15,N,51.95,75,80,12
457,8,40,60,40,250,35,160,15,N,49.95,74,74,14
458,8,40,60,40,250,35,160,15,N,48.91,73,75,13
459,8,40,60,40,250,35,160,15,N,54.43,75,77,11
460,8,40,60,40,250,35,160,15,N,51.56,73,74,14
461,8,40,60,40,250,35,160,25,P,47.02,76,81,10
462,8,40,60,40,250,35,160,25,P,52.94,72,73,11
463,8,40,60,40,250,35,160,25,P,50.96,75,81,10
464,8,40,60,40,250,35,160,25,P,48.25,71,73,16
465,8,40,60,40,250,35,160,25,P,51.88,75,79,13
466,8,40,60,40,250,35,160,25,P,47.97,75,77,14
467,8,40,60,40,250,35,160,25,P,51.43,72,75,14
468,8,40,60,40,250,35,160,25,P,52.36,74,74,14
469,8,40,60,40,250,35,160,25,P,49.45,72,75,12
470,8,40,60,40,250,35,160,25,P,48.95,72,78,13
471,8,40,60,40,250,35,160,25,N,47.84,82,79,13
472,8,40,60,40,250,35,160,25,N,52.43,72,74,10
473,8,40,60,40,250,35,160,25,N,53.06,75,81,10
474,8,40,60,40,250,35,160,25,N,50.08,74,75,12
475,8,40,60,40,250,35,160,25,N,54.55,77,81,10
476,8,40,60,40,250,35,160,25,N,50.65,74,79,9
477,8,40,60,40,250,35,160,25,N,51.05,78,81,10
478,8,40,60,40,250,35,160,25,N,51.36,72,77,11
479,8,40,60,40,250,35,160,25,N,49.08,75,80,12
480,8,40,60,40,250,35,160,25,N,48.07,72,76,11
601,11,40,60,40,250,35,160,5,P,48.16,74,78,15
602,11,40,60,40,250,35,160,5,P,50.49,71,73,14
603,11,40,60,40,250,35,160,5,P,49.05,71,78,13
604,11,40,60,40,250,35,160,5,P,47.74,73,73,14
605,11,40,60,40,250,35,160,5,P,47.35,74,80,14
606,11,40,60,40,250,35,160,5,P,44.21,74,80,13
607,11,40,60,40,250,35,160,5,P,41.68,74,77,13
608,11,40,60,40,250,35,160,5,P,52.66,74,73,13
609,11,40,60,40,250,35,160,5,P,51.1,74,74,15
610,11,40,60,40,250,35,160,5,P,52.1,74,77,13
611,11,40,60,40,250,35,160,5,N,44.31,73,78,11
612,11,40,60,40,250,35,160,5,N,46.26,75,76,13
613,11,40,60,40,250,35,160,5,N,53.03,75,78,15
614,11,40,60,40,250,35,160,5,N,49.33,73,75,13
615,11,40,60,40,250,35,160,5,N,47.64,75,81,13
616,11,40,60,40,250,35,160,5,N,45.75,74,79,13
617,11,40,60,40,250,35,160,5,N,49.96,75,80,13
618,11,40,60,40,250,35,160,5,N,46.26,74,75,13
619,11,40,60,40,250,35,160,5,N,54.47,74,78,14
620,11,40,60,40,250,35,160,5,N,51.72,74,76,14
621,11,40,60,40,250,35,160,15,P,46.96,74,76,14
622,11,40,60,40,250,35,160,15,P,50.85,74,75,13
623,11,40,60,40,250,35,160,15,P,49.82,71,77,13
624,11,40,60,40,250,35,160,15,P,45.28,74,77,14
625,11,40,60,40,250,35,160,15,P,50.25,71,78,14
626,11,40,60,40,250,35,160,15,P,49.47,74,76,13
627,11,40,60,40,250,35,160,15,P,45.39,74,75,13
628,11,40,60,40,250,35,160,15,P,49.04,74,78,13
629,11,40,60,40,250,35,160,15,P,51.57,71,77,15
630,11,40,60,40,250,35,160,15,P,48.42,73,77,14
631,11,40,60,40,250,35,160,15,N,49.42,74,79,15
632,11,40,60,40,250,35,160,15,N,43.51,74,76,13
633,11,40,60,40,250,35,160,15,N,51.92,75,77,13
634,11,40,60,40,250,35,160,15,N,48.65,74,73,14
635,11,40,60,40,250,35,160,15,N,49.62,74,77,13
636,11,40,60,40,250,35,160,15,N,49.99,74,74,13
637,11,40,60,40,250,35,160,15,N,48.2,74,77,14
638,11,40,60,40,250,35,160,15,N,50.49,71,77,13
639,11,40,60,40,250,35,160,15,N,53.56,71,73,14
640,11,40,60,40,250,35,160,15,N,51.57,74,75,13
641,11,40,60,40,250,35,160,25,P,47.64,74,80,14
642,11,40,60,40,250,35,160,25,P,52.08,71,72,15
643,11,40,60,40,250,35,160,25,P,48.71,72,74,14
644,11,40,60,40,250,35,160,25,P,46.26,72,72,13
645,11,40,60,40,250,35,160,25,P,49.36,74,76,13
646,11,40,60,40,250,35,160,25,P,45.89,77,76,14
647,11,40,60,40,250,35,160,25,P,43.46,71,74,14
648,11,40,60,40,250,35,160,25,P,46.99,71,73,13
649,11,40,60,40,250,35,160,25,P,47.21,75,75,13
650,11,40,60,40,250,35,160,25,P,48.56,71,76,14
651,11,40,60,40,250,35,160,25,N,46.48,75,80,13
652,11,40,60,40,250,35,160,25,N,52.89,71,73,14
653,11,40,60,40,250,35,160,25,N,52.07,75,76,13
654,11,40,60,40,250,35,160,25,N,45.66,74,76,13
655,11,40,60,40,250,35,160,25,N,50.7,75,80,13
656,11,40,60,40,250,35,160,25,N,45.76,75,78,13
657,11,40,60,40,250,35,160,25,N,50.67,78,79,14
658,11,40,60,40,250,35,160,25,N,46.04,71,76,14
659,11,40,60,40,250,35,160,25,N,51.15,71,76,13
660,11,40,60,40,250,35,160,25,N,49.6,74,76,14
781,14,40,60,40,250,35,160,5,P,50.23,70,77,12
782,14,40,60,40,250,35,160,5,P,49.74,71,72,13
783,14,40,60,40,250,35,160,5,P,53.67,74,76,13
784,14,40,60,40,250,35,160,5,P,45.99,74,77,12
785,14,40,60,40,250,35,160,5,P,46.79,71,72,13
786,14,40,60,40,250,35,160,5,P,47.31,70,76,11
787,14,40,60,40,250,35,160,5,P,50.47,72,74,12
788,14,40,60,40,250,35,160,5,P,46.52,70,74,12
789,14,40,60,40,250,35,160,5,P,47.91,70,72,12
790,14,40,60,40,250,35,160,5,P,44.76,71,73,13
791,14,40,60,40,250,35,160,5,N,48.17,72,76,12
792,14,40,60,40,250,35,160,5,N,49.92,72,75,12
793,14,40,60,40,250,35,160,5,N,49.9,72,77,12
794,14,40,60,40,250,35,160,5,N,46.43,73,77,13
795,14,40,60,40,250,35,160,5,N,44.96,72,73,12
796,14,40,60,40,250,35,160,5,N,42.04,74,76,12
797,14,40,60,40,250,35,160,5,N,53.51,73,77,11
798,14,40,60,40,250,35,160,5,N,44.85,72,76,12
799,14,40,60,40,250,35,160,5,N,51.01,70,75,12
800,14,40,60,40,250,35,160,5,N,45.1,70,76,11
801,14,40,60,40,250,35,160,15,P,48.32,72,73,12
802,14,40,60,40,250,35,160,15,P,53.19,72,73,13
803,14,40,60,40,250,35,160,15,P,53.81,70,73,13
804,14,40,60,40,250,35,160,15,P,49.3,71,72,13
805,14,40,60,40,250,35,160,15,P,51.13,72,76,12
806,14,40,60,40,250,35,160,15,P,49.95,72,75,13
807,14,40,60,40,250,35,160,15,P,52.66,70,75,13
808,14,40,60,40,250,35,160,15,P,45.25,72,74,13
809,14,40,60,40,250,35,160,15,P,48.06,72,75,13
810,14,40,60,40,250,35,160,15,P,44.36,72,73,13
811,14,40,60,40,250,35,160,15,N,48.12,72,76,12
812,14,40,60,40,250,35,160,15,N,50.63,72,72,12
813,14,40,60,40,250,35,160,15,N,51.26,74,75,12
814,14,40,60,40,250,35,160,15,N,46.16,70,73,12
815,14,40,60,40,250,35,160,15,N,49.63,72,77,13
816,14,40,60,40,250,35,160,15,N,50.35,72,75,13
817,14,40,60,40,250,35,160,15,N,50.92,73,76,13
818,14,40,60,40,250,35,160,15,N,45.77,70,72,14
819,14,40,60,40,250,35,160,15,N,47.6,72,77,12
820,14,40,60,40,250,35,160,15,N,44.96,72,73,14
821,14,40,60,40,250,35,160,25,P,51.75,76,78,12
822,14,40,60,40,250,35,160,25,P,52.36,70,72,13
823,14,40,60,40,250,35,160,25,P,52.89,70,75,13
824,14,40,60,40,250,35,160,25,P,48.06,69,70,13
825,14,40,60,40,250,35,160,25,P,50.2,70,75,13
826,14,40,60,40,250,35,160,25,P,43.98,73,74,13
827,14,40,60,40,250,35,160,25,P,51.28,73,74,13
828,14,40,60,40,250,35,160,25,P,49.15,70,72,12
829,14,40,60,40,250,35,160,25,P,47.66,72,76,12
830,14,40,60,40,250,35,160,25,P,42.75,72,73,13
831,14,40,60,40,250,35,160,25,N,52.51,72,78,12
832,14,40,60,40,250,35,160,25,N,54.25,72,76,12
833,14,40,60,40,250,35,160,25,N,52.06,72,77,12
834,14,40,60,40,250,35,160,25,N,49.23,70,74,12
835,14,40,60,40,250,35,160,25,N,49.29,72,76,13
836,14,40,60,40,250,35,160,25,N,39.59,72,78,13
837,14,40,60,40,250,35,160,25,N,49.37,74,78,13
838,14,40,60,40,250,35,160,25,N,52.75,72,75,12
839,14,40,60,40,250,35,160,25,N,47.7,72,78,13
840,14,40,60,40,250,35,160,25,N,42.37,72,74,12
961,17,40,60,40,250,35,160,5,P,46.84,68,72,13
962,17,40,60,40,250,35,160,5,P,48.85,70,71,13
963,17,40,60,40,250,35,160,5,P,56.32,69,70,14
964,17,40,60,40,250,35,160,5,P,45.2,69,70,13
965,17,40,60,40,250,35,160,5,P,50.78,71,74,13
966,17,40,60,40,250,35,160,5,P,48.24,70,75,12
967,17,40,60,40,250,35,160,5,P,51.52,72,75,12
968,17,40,60,40,250,35,160,5,P,44.13,70,73,13
969,17,40,60,40,250,35,160,5,P,43.73,72,75,12
970,17,40,60,40,250,35,160,5,P,44.03,70,73,13
971,17,40,60,40,250,35,160,5,N,48.76,71,73,13
972,17,40,60,40,250,35,160,5,N,53.77,69,71,13
973,17,40,60,40,250,35,160,5,N,52.44,73,79,13
974,17,40,60,40,250,35,160,5,N,45.39,71,74,13
975,17,40,60,40,250,35,160,5,N,44.21,72,75,12
976,17,40,60,40,250,35,160,5,N,47.29,70,77,12
977,17,40,60,40,250,35,160,5,N,48.83,72,77,12
978,17,40,60,40,250,35,160,5,N,44.03,70,73,13
979,17,40,60,40,250,35,160,5,N,42.8,72,74,13
980,17,40,60,40,250,35,160,5,N,44.36,70,73,13
981,17,40,60,40,250,35,160,15,P,51.03,69,71,14
982,17,40,60,40,250,35,160,15,P,54.29,70,72,13
983,17,40,60,40,250,35,160,15,P,52.79,72,77,14
984,17,40,60,40,250,35,160,15,P,50.66,70,72,13
985,17,40,60,40,250,35,160,15,P,51.26,70,74,13
986,17,40,60,40,250,35,160,15,P,46.36,71,77,13
987,17,40,60,40,250,35,160,15,P,51.46,70,73,14
988,17,40,60,40,250,35,160,15,P,52.23,70,75,14
989,17,40,60,40,250,35,160,15,P,50.45,70,73,15
990,17,40,60,40,250,35,160,15,P,43.85,71,73,14
991,17,40,60,40,250,35,160,15,N,50.54,60,70,13
992,17,40,60,40,250,35,160,15,N,52,70,74,13
993,17,40,60,40,250,35,160,15,N,55.84,72,78,13
994,17,40,60,40,250,35,160,15,N,51.25,70,72,13
995,17,40,60,40,250,35,160,15,N,52.96,72,76,13
996,17,40,60,40,250,35,160,15,N,50.46,72,75,14
997,17,40,60,40,250,35,160,15,N,53.67,70,73,13
998,17,40,60,40,250,35,160,15,N,46.03,70,74,14
999,17,40,60,40,250,35,160,15,N,52.81,71,76,14
1000,17,40,60,40,250,35,160,15,N,44.24,70,74,14
1001,17,40,60,40,250,35,160,25,P,50.61,71,74,14
1002,17,40,60,40,250,35,160,25,P,50.28,69,73,13
1003,17,40,60,40,250,35,160,25,P,54.84,73,75,13
1004,17,40,60,40,250,35,160,25,P,49.34,71,72,13
1005,17,40,60,40,250,35,160,25,P,51.4,70,74,13
1006,17,40,60,40,250,35,160,25,P,51.59,70,75,15
1007,17,40,60,40,250,35,160,25,P,50.21,70,72,15
1008,17,40,60,40,250,35,160,25,P,50.67,71,76,15
1009,17,40,60,40,250,35,160,25,P,50.72,70,74,15
1010,17,40,60,40,250,35,160,25,P,45.44,72,76,13
1011,17,40,60,40,250,35,160,25,N,47.17,74,80,14
1012,17,40,60,40,250,35,160,25,N,56.08,71,76,13
1013,17,40,60,40,250,35,160,25,N,49.33,71,76,13
1014,17,40,60,40,250,35,160,25,N,44.79,72,76,13
1015,17,40,60,40,250,35,160,25,N,46.62,72,76,13
1016,17,40,60,40,250,35,160,25,N,49.11,72,77,13
1017,17,40,60,40,250,35,160,25,N,51.25,72,77,15
1018,17,40,60,40,250,35,160,25,N,50.26,71,74,14
1019,17,40,60,40,250,35,160,25,N,46.75,70,77,13
1020,17,40,60,40,250,35,160,25,N,42.34,70,75,13
